zip,geoid
23273,51087200409
12752,36105952200
33804,12105011400
02381,25023530802
23293,51760030501
12765,36105950100
33806,12105010800
02447,25021400900
23297,51041100406
12767,36105950300
33807,12105011836
02454,25017368800
23303,51001090202
12769,36105951201
33826,12055960300
02455,25017368101
23304,51093280104
12770,36105952500
33831,12105015102
02471,25017370103
23307,51131930200
12778,36105952000
33836,12105012502
02477,25017370104
23313,51131930302
12781,36105951201
33840,12105011704
02535,25007200400
23315,51093280400
12784,36105951701
33845,12105012701
02541,25001014900
23316,51131930301
12785,36071011602
33846,12105011832
02542,25001014100
23326,51550020805
12792,36105952400
33847,12105015900
02543,25001014900
23327,51550020805
12808,36113076000
33848,12097041004
02552,25007200400
23328,51550021004
12810,36113073500
33851,12105014124
02553,25001013900
23341,51001090700
12811,36113074000
33854,12105015600
02557,25007200200
23347,51131930200
12812,36041950300
33855,12105015600
02558,25023545300
23356,51001090201
12815,36113076000
33856,12105015600
02561,25001013800
23389,51001090700
12819,36115082002
33858,12105012502
02562,25001013800
23395,51001090201
12820,36113070602
33862,12055961604
02564,25019950500
23397,51093280200
12821,36115081002
33863,12105014802
02574,25001014402
23398,51131930100
12838,36115085000
33867,12105015702
02584,25019950201
23401,51001090700
12841,36115082002
33871,12055960800
02634,25001012800
23404,51001090800
12842,36041950300
33882,12105013701
02635,25001013200
23405,51131930200
12846,36113071000
33883,12105013701
02637,25001012200
23407,51001090401
12848,36115089000
33885,12105013602
02641,25001011400
23408,51131930200
12851,36031961400
33902,12071080300
02643,25001010500
23414,51001090401
12852,36031961400
33906,12071001300
02647,25001012502
23422,51001090800
12854,36115084001
33910,12071010702
02650,25001010600
23423,51001090800
12855,36031961400
33915,12071010307
02651,25001010306
23424,51093280108
12856,36113074000
33918,12071020501
02652,25001010208
23426,51001090300
12858,36031961300
33921,12071090100
02657,25001010100
23427,51001090300
12863,36091061401
33924,12071080100
02659,25001010700
23429,51131930302
12864,36041950300
33929,12071050210
02661,25001011200
23431,51093280105
12872,36031961300
33930,12051000300
02662,25001010400
23433,51800075301
12874,36113076000
33932,12071060102
02663,25001010206
23436,51800075301
12878,36113073500
33938,12015020303
02666,25001010208
23439,51800065200
12886,36113074000
33944,12043000201
02669,25001010700
23440,51001090600
12915,36033950601
33945,12071070101
02670,25001011700
23441,51001090500
12917,36033952000
33949,12015020900
02672,25001012700
23443,51131930302
12922,36089493000
33951,12015010302
02712,25005611201
23450,51810045407
12923,36019103512
33965,12071040139
02713,25007200400
23457,51810046400
12924,36019102800
33970,12071040304
02722,25005641101
23460,51810045000
12927,36089492501
33975,12051000404
02725,25005644200
23461,51810045200
12929,36019103512
33994,12071000303
02739,25023560100
23463,51810046207
12933,36019103512
34101,12021010210
02741,25005651800
23466,51810041002
12934,36019103512
34106,12021010210
02742,25005651800
23467,51810046206
12937,36033950200
34107,12021010205
02761,25005630102
23471,51810041400
12939,36033950800
34133,12071050604
02764,25005615100
23479,51810045407
12942,36031960902
34136,12071050401
02768,25005612201
23480,51001090800
12943,36031960902
34139,12021011107
02791,25005646104
23486,51131930100
12950,36031960700
34140,12021010906
02801,44005041400
23488,51001090202
12961,36031961001
34146,12021010902
02802,44007011500
23501,51710004800
12959,36019104200
34204,12081000805
02807,44009041500
23514,51710004900
12973,36089493000
34206,12081000101
02812,44009050600
23515,51710000901
12974,36031961002
34216,12081001802
02823,44007013201
23529,51710002500
12975,36031960100
34220,12081001300
02824,44007012801
23541,51710006901
12976,36033950800
34230,12115000102
02826,44007013002
23609,51700032212
12978,36019103800
34249,12115002016
02829,44007013102
23612,51700032128
12995,36033951400
34250,12081001603
02835,44005041300
23628,51700032300
13020,36067016902
34260,12081000902
02836,44009050600
23630,51650010503
13022,36011041202
34264,12081000203
02837,44005041400
23651,51650011100
13024,36011042100
34267,12027010200
02838,44007011500
23667,51650011400
13043,36053030602
34268,12027010200
02839,44007013002
23668,51650010601
13051,36067015701
34270,12081000805
02858,44007013002
23670,51650010503
13062,36109001400
34272,12115002203
02862,44007015200
23681,51650010200
13064,36011040102
34274,12115002205
02872,44005040105
23694,51199050500
13071,36011041001
34276,12115001703
02873,44009050701
23705,51740210900
13089,36067011101
34277,12115000602
02875,44009050600
23708,51740213200
13093,36075021504
34280,12081001203
02880,44009051202
23709,51740980100
13102,36109002100
34282,12081000307
02883,44009051202
23801,51149850200
13113,36011040201
34284,12115002304
02887,44003022000
23804,51730811300
13115,36075021402
34290,12115002736
02901,44007000800
23844,51175200200
13116,36067015400
34295,12115002733
02902,44007000800
23846,51181860200
13119,36067016600
34421,12083001106
02940,44007002900
23870,51081880101
13121,36075021501
34423,12017450501
03032,33015004000
23873,51025930100
13123,36065026700
34430,12083002703
03041,33015003301
23874,51175200500
13134,36053030601
34441,12017450800
03043,33011021500
23876,51025930100
13137,36067011402
34447,12017451702
03061,33011010700
23879,51081880200
13138,36067015701
34451,12017450902
03073,33015100100
23884,51183870201
13139,36011041001
34460,12017450704
03082,33011019501
23889,51025930100
13153,36067016600
34464,12017450201
03084,33011022502
23893,51025930302
13154,36117021600
34477,12083002507
03105,33011200400
23899,51181860100
13157,36065026700
34478,12083001900
03108,33011002600
23909,51147930204
13162,36065024700
34483,12083001204
03111,33011002600
23939,51011040300
13201,36067003200
34487,12017451701
03215,33009960402
23943,51147930302
13217,36067003500
34489,12083001403
03218,33001965700
23952,51111930200
13218,36067000100
34492,12083000904
03227,33003955601
23955,51135000200
13220,36067010900
34498,12075970700
03230,33013041500
23976,51037930300
13225,36067013900
34603,12053040501
03231,33013042500
24001,51770001100
13235,36067004302
34605,12053040400
03233,33013041002
24002,51770001100
13252,36067003200
34636,12053040201
03238,33009960500
24003,51770001100
13261,36067003200
34656,12101031406
03240,33009961300
24004,51770001100
13290,36067000100
34660,12103027202
03251,33009960402
24005,51770001100
13305,36049950200
34661,12053040201
03252,33001965598
24006,51770001100
13313,36065025800
34673,12101031013
03259,33003955601
24007,51770001100
13314,36053031100
34674,12101031101
03260,33013040502
24008,51770001100
13325,36049950700
34679,12101030101
03268,33013042500
24009,51770001100
13333,36077590101
34680,12101031404
03272,33013040502
24010,51770001100
13337,36077590202
34681,12103027202
03279,33009960500
24011,51770001100
13341,36065025002
34682,12103027207
03282,33009960700
24020,51161030203
13342,36077590402
34692,12101030602
03284,33019975200
24022,51770000602
13352,36065024000
34697,12103026909
03289,33001965801
24023,51770000602
13353,36041950500
34712,12069031312
03299,33001965300
24024,51770000602
13362,36065025602
34713,12069031317
03302,33013044100
24025,51770000602
13404,36049950500
34729,12069031301
03305,33013032900
24026,51770000602
13406,36043011400
34742,12097041800
03435,33005971403
24027,51770000602
13410,36057072300
34745,12097042300
03441,33005971700
24028,51770000602
13415,36077590402
34749,12069030507
03442,33011021500
24029,51770000602
13418,36053031100
34755,12069031309
03443,33005971500
24030,51770000602
13420,36043011502
34756,12069031301
03450,33005970401
24031,51770000602
13426,36075020101
34760,12095017200
03451,33005971600
24032,51770000602
13435,36065024000
34770,12097043203
03462,33005971500
24033,51770000602
13436,36041950100
34777,12095017302
03464,33005970402
24034,51770000602
13442,36065026300
34778,12095017200
03466,33005971500
24035,51770000602
13455,36065025700
34789,12069030308
03468,33011023002
24036,51770000602
13457,36077590302
34797,12069031105
03469,33005970902
24037,51770000602
13468,36077590101
34948,12111380400
03575,33007951000
24038,51770000602
13472,36043011502
34954,12111380400
03579,33007950300
24062,51121020301
13479,36065025400
34958,12085000400
03583,33007951000
24063,51121020701
13482,36077590402
34973,12093910500
03581,33007950900
24077,51023040402
13484,36053030701
34979,12111381402
03588,33007950300
24086,51071930200
13490,36065023000
34985,12111382010
03589,33007951000
24093,51071930300
13488,36077590600
34988,12111382122
03592,33007950100
24111,51121021201
13494,36065024101
34991,12085000604
03593,33007951000
24126,51155210600
13503,36065020300
34992,12085001301
03595,33007951000
24127,51045050100
13504,36065020802
34995,12085001000
03597,33007950100
24129,51750010102
13505,36065021103
35011,01123962302
03601,33019975600
24130,51023040100
13614,36089492800
35013,01009050103
03604,33005970200
24131,51045050100
13615,36045061600
35015,01073011115
03609,33005970200
24132,51155210102
13623,36089492900
35021,01073010200
03746,33019975100
24142,51750010102
13628,36045060902
35032,01121011301
03749,33009961500
24146,51067020200
13631,36045060902
35038,01127021700
03750,33009961601
24147,51071930300
13636,36045062500
35048,01073011116
03751,33019975300
24155,51023040501
13638,36045061101
35052,01115040105
03754,33019975401
24161,51143010302
13639,36089492501
35056,01043965002
03756,33009961701
24168,51089011100
13641,36045060201
35060,01073012403
03765,33009960600
24177,51141030101
13643,36045061101
35070,01043965402
03768,33009960900
24203,51520020202
13645,36089492600
35074,01007010005
03769,33009960900
24209,51520020202
13647,36089492302
35112,01115040504
03770,33019975100
24212,51191010502
13649,36089490700
35119,01073011709
03771,33009960300
24215,51195931100
13651,36045061700
35123,01073011206
03774,33009960600
24218,51105950500
13664,36089492800
35137,01117030614
03781,33019975100
24239,51027010700
13666,36089492501
35139,01073011600
03802,33015069100
24246,51195931200
13670,36089492501
35142,01073014304
03803,33015107500
24248,51105950600
13671,36045060700
35149,01121011100
03804,23031038001
24265,51105950100
13674,36045062500
35176,01117030900
03815,33017086000
24270,51191010301
13675,36045060101
35181,01073011600
03816,33003956400
24272,51051040400
13677,36089492000
35182,01115040207
03819,33015053000
24327,51191010602
13678,36089490600
35183,01037961100
03821,33017081300
24411,51015070100
13683,36033940000
35185,01117030102
03822,33017081600
24412,51017920102
13690,36089492501
35187,01117030405
03830,33003956000
24413,51091970100
13692,36045060201
35201,01073002701
03832,33003955500
24415,51163930200
13693,36045060302
35202,01073002701
03843,33015065010
24433,51091970100
13694,36089490500
35219,01073010705
03847,33003955301
24438,51023040100
13695,36089492501
35220,01073011806
03849,33003955500
24442,51091970100
13696,36089490700
35229,01073010704
03850,33003956400
24448,51005080100
13699,36089491100
35231,01073012402
03852,33017088000
24457,51005080100
13737,36007013100
35232,01073000300
03853,33003956400
24458,51091970100
13738,36023970400
35236,01073014408
03854,33015069700
24463,51015070900
13740,36025971000
35238,01117030330
03859,33015102100
24464,51125950300
13745,36007012102
35253,01073010802
03862,33015066000
24465,51091970100
13747,36077590500
35255,01073004902
03866,33017084302
24469,51015070400
13748,36007012701
35259,01073010702
03869,33017082000
24474,51005080100
13749,36007012600
35260,01073014412
03883,33003955601
24485,51015070100
13751,36025970102
35261,01073000100
03896,33003956101
24505,51680001400
13758,36017970201
35266,01073012905
03897,33003955602
24506,51680001400
13761,36007013500
35270,01073002701
03903,23031037000
24513,51680001800
13762,36007013500
35285,01073002702
03910,23031036004
24514,51680001400
13774,36025971400
35294,01073004502
03911,23031036003
24515,51680001400
13776,36077591500
35402,01125011600
04001,23031023501
24533,51009010201
13784,36023971200
35403,01125011600
04003,23005017102
24534,51083930100
13794,36007011903
35407,01125012305
04004,23031020001
24535,51083930302
13804,36025970502
35440,01125010604
04006,23031025400
24536,51019030101
13806,36025970200
35448,01063060102
04013,23005004502
24576,51031020900
13812,36107020600
35449,01125010802
04014,23031027000
24580,51117930800
13814,36017970601
35458,01125010105
04016,23017966600
24581,51125950101
13834,36077590500
35471,01107050200
04017,23005004202
24595,51009010201
13840,36107020600
35477,01119011400
04019,23005002400
24601,51185020301
13847,36025970502
35478,01125010601
04020,23031022500
24603,51027010200
13848,36007012300
35482,01125010104
04024,23005016500
24604,51185020301
13845,36107020600
35486,01125011200
04027,23031031000
24606,51185020200
13851,36007014301
35487,01125011200
04028,23031022500
24607,51051040100
13859,36077591601
35491,01063060000
04029,23005016500
24608,51185020700
13860,36025970102
35502,01127020200
04033,23005004502
24612,51185021000
13902,36007001200
35544,01075030000
04034,23005004501
24619,51185020301
14010,36029013400
35545,01057020200
04041,23017966900
24624,51027010600
14021,36037950600
35551,01133965800
04042,23031021000
24627,51027010700
14026,36029014208
35559,01057020100
04047,23031022500
24628,51027010300
14027,36029015600
35560,01127021400
04050,23005002400
24635,51185020100
14029,36003950300
35573,01127021100
04054,23031034004
24640,51185020500
14035,36029017502
35575,01133965900
04056,23031023502
24647,51185020500
14038,36029014903
35577,01133965900
04057,23005016002
24657,51027010500
14039,36121970100
35584,01127020801
04063,23031006105
24658,51027010100
14061,36029015600
35602,01103000400
04066,23005017102
24716,54109003200
14082,36121970900
35612,01083020600
04068,23017966900
24719,54109003200
14083,36121970900
35615,01083021202
04069,23005011500
24726,54109003200
14095,36063023800
35617,01077011402
04070,23005017305
24729,54055000900
14102,36029015001
35631,01077010100
04077,23005013002
24731,54055001000
14107,36063024405
35632,01077010100
04078,23005004502
24732,54055002400
14109,36063024406
35647,01083020300
04082,23005004803
24714,54055000900
14110,36029015202
35649,01083021203
04091,23005016500
24738,54055002200
14112,36029015301
35662,01033020704
04094,23031028001
24808,54047954501
14126,36063024202
35742,01083020803
04095,23031023502
24811,54047954504
14130,36121971100
35745,01071950400
04098,23005002902
24813,54047954504
14135,36013035300
35751,01071950400
04104,23005000600
24815,54047954200
14140,36029014102
35762,01089000301
04112,23005000300
24816,54047953800
14144,36063024405
35766,01071950400
04116,23005003200
24817,54047954000
14151,36029007700
35767,01089010802
04122,23005002002
24823,54109002901
14168,36009960400
35774,01071950400
04123,23005002002
24826,54047954504
14169,36029015002
35775,01103005704
04124,23005002002
24827,54109002901
14205,36029016500
35804,01089003100
04211,23001010700
24834,54109003000
14231,36029009602
35807,01089002100
04212,23001010100
24836,54047954503
14233,36029016500
35808,01089011100
04216,23017965100
24839,54109003000
14240,36029001601
35809,01089011100
04223,23001010600
24843,54047953800
14241,36029010001
35813,01089011203
04225,23007970602
24845,54109003000
14260,36029009110
35814,01089010625
04226,23017965100
24846,54047953900
14263,36029003100
35815,01089002701
04227,23007971300
24847,54109003200
14265,36029009602
35893,01089001404
04228,23001044000
24848,54047953800
14269,36029009701
35894,01089011202
04230,23001041000
24850,54047954000
14270,36029016500
35895,01089003100
04231,23017966002
24851,54059957700
14272,36029009701
35896,01089010625
04234,23007971300
24853,54047954503
14273,36029016500
35897,01089011100
04241,23001020600
24854,54109002901
14276,36029001700
35898,01089011100
04243,23001020100
24857,54109002902
14280,36029016500
35899,01089001404
04253,23001043000
24861,54047953600
14302,36063021100
35902,01055001200
04255,23017966001
24862,54047953900
14410,36055014903
35964,01095031001
04257,23017965400
24866,54047954200
14413,36117020800
35990,01055011100
04259,23011013000
24869,54109003000
14429,36073040801
36003,01001021100
04262,23007971400
24871,54047953800
14430,36055015200
36015,01013953300
04265,23011013000
24872,54047953900
14441,36123150102
36031,01011952202
04266,23001042000
24873,54047954504
14449,36117020402
36038,01039961600
04267,23017966600
24878,54047953800
14452,36073040802
36057,01101005604
04271,23017966200
24880,54109003100
14453,36069050101
36065,01101005700
04275,23017965400
24881,54047953800
14463,36069051400
36068,01001020502
04285,23007970602
24884,54047954200
14461,36069051302
36082,01109189101
04286,23017965900
24887,54047953600
14479,36073040200
36087,01087231900
04287,23023970200
24888,54047953800
