zip,geoid
03278,33013038500
62935,17165955700
61772,17113006000
56263,27127750500
65679,29213480302
80727,08125963200
66064,20121100700
63620,29093950400
56137,27063480200
46186,18059410100
66758,20207096600
56349,27121970200
72331,05035031100
55155,27123042800
73757,40103957100
93448,06079011706
25125,54015958100
56249,27151960400
50052,19185070200
68746,31015975800
56750,27125010200
12455,36025971200
52355,19107080200
77426,48477170601
04750,23003951600
52756,19163010202
98836,53007960502
58540,38055961001
59936,30029000102
51026,19193003500
76435,48133950500
64641,29079960100
32044,12007000302
18435,42103950204
62326,17109011100
46034,18057110202
50627,19083480600
52778,19139050200
57437,46089963100
45871,39011041100
53554,55043960600
14543,36055013300
62295,17133600402
52215,19171290600
61241,17073030100
15427,42125763700
43466,39173022100
29178,45071950300
74878,40125501300
73526,40065968100
50837,19001960200
72769,05143010513
58638,38059020500
98813,53017950102
54639,55123960200
30641,13297110200
76454,48133950500
42343,21183920100
67524,20159967100
26719,54057010300
70819,22033004503
38650,28145950200
79227,48155950100
63102,29510125600
62014,17117956700
74370,40115574900
12407,36039080302
45168,39015951500
79370,48125950300
62257,17163504002
51573,19137960400
61537,17123961200
74849,40133583800
50006,19083480400
66733,20133951600
43524,39069000600
28556,37137950202
56266,27127750100
58763,38061940400
24724,54055001600
57265,46051953300
87046,35043010900
56552,27027030201
12911,36019102800
12525,36111954200
56585,27027030201
54473,55097960100
62553,17173959600
68654,31143960100
22637,51069050402
87010,35049010309
62831,17189950400
73002,40051000702
52654,19087970100
76311,48485013401
18823,42115032500
50484,19081270400
67056,20079030602
55360,27019090200
60071,17111870104
25420,54003971801
56149,27081201002
62990,17003957700
76649,48035950100
81024,08071000300
36010,01109189300
93604,06039000102
66080,20059954500
66088,20087020200
67484,20143085700
14125,36037950200
76271,48181001902
78140,48177000500
10006,36061001300
71652,05025970200
72768,05007021001
41563,21195930900
68735,31089974100
52249,19011960600
43066,39041012000
31738,13275960300
54702,55035001101
48611,26017285600
54616,55121100500
55368,27019091201
98195,53033005303
96085,06093001300
23410,51001090700
67576,20185470700
46958,18103952100
05091,50027965800
53019,55039041902
12873,36115090000
68331,31067964700
40060,21155970500
57770,46102941000
75948,48403950300
49238,26091062100
50475,19069360100
93609,06019007500
44235,39103410000
25247,54053954801
87045,35031946002
56096,27079950400
05774,50021963800
79541,48441013501
31549,13271950500
51544,19029190200
36538,01129044000
46748,18003010306
65256,29019001901
38670,28119950100
47427,18119955702
43333,39091004300
27860,37013930101
64088,29095015000
81039,08089968000
55724,27137011402
58520,38059020500
76448,48133950202
22134,51153901101
03887,33017088500
29111,45027960201
53015,55071010600
46181,18081611400
66535,20149000102
66032,20003953600
12072,36057072700
56174,27033270200
50517,19109950300
54854,55031030102
31519,13069010100
12131,36095740600
72051,05137950100
77880,48477170602
45711,39009973500
58467,38093967200
45872,39173022400
70449,22063040905
67202,20173004301
69170,31111960600
12175,36095740500
05155,50025967300
73842,40151954202
56681,27061940000
12520,36071012900
66856,20031966200
55396,27143170200
72079,05069002400
41132,21043960700
64784,29217950600
98385,53053070204
95668,06101051100
80478,08049000205
13825,36077591401
42746,21099970500
40076,21211040101
23959,51037930200
68047,31173940100
98601,53011040101
50064,19073080100
60963,17183010100
62665,17137951400
95246,06009000302
35958,01071950101
55781,27137015100
18455,42127960200
48737,26001970500
75481,48223950100
65023,29051020600
55919,27055020200
61742,17203030602
74831,40087400400
30711,13213010100
14037,36121970300
56256,27073180100
00934,72021030101
69351,31161951700
50577,19091970100
68935,31035962200
64720,29013070100
04219,23017966001
42459,21225950300
61063,17201004300
47359,18009975100
69350,31075956300
68956,31001965400
81620,08037000504
44702,39151700100
68359,31151960700
49925,26131970300
62044,17061973600
92397,06071009121
50628,19089960300
55325,27093560100
38927,28135950100
73750,40073958300
55738,27137011300
61379,17011965500
30455,13251970600
95461,06033001302
60112,17037001600
33191,12086009010
44619,39099813300
95464,06033000502
20220,11001005802
95229,06009000122
06349,09180980000
97473,41019010000
85325,04012020501
68836,31019969000
68305,31127968200
50249,19079960500
83626,16027021801
64461,29147470100
73042,40015162000
71008,22013970500
10548,36119014604
13425,36065025602
75925,48073951000
93656,06019007700
08049,34007607300
39356,28061950102
66772,20001952600
66779,20011955700
96016,06089012702
63942,29181870200
29546,45067950800
23022,51065020200
74039,40037021102
80457,08059012026
64668,29033960200
57032,46083010107
13618,36045060301
67346,20049965100
80645,08123001700
00690,72005400100
53525,55105003300
74578,40077087200
72534,05063490800
38253,47131965800
60936,17053962000
47166,18061060202
55983,27049080900
48703,26011970400
58386,38005956700
48766,26011970100
62694,17171970700
23821,51025930100
84774,49053270101
47145,18025951900
13775,36025970300
12763,36105951100
12903,36019103200
63766,29031880200
61230,17195000400
56158,27133570300
11568,36059302502
05843,50005957700
22656,51069050100
97115,41071030303
98266,53073010102
16693,42013010800
40334,21011970202
05454,50011011000
71839,05091020901
54023,55109121000
80819,08041003401
51358,19147960400
08007,34007606700
78886,48325000500
58423,38103960000
51049,19035080400
62411,17049950300
54614,55063010101
57035,46099010300
51030,19193003200
66716,20011955600
72101,05147490100
61434,17073031100
60957,17053961800
51455,19027960600
12052,36083052101
76449,48363000100
21541,24023000502
54082,55109120402
68448,31131966600
00667,72079850200
43569,39173021400
00765,72147950600
75435,48277000301
53139,55101002100
65790,29091090400
53550,55045960700
06333,09180716102
50614,19013002303
50262,19053960100
37806,47093006502
59421,30013010400
35984,01049961400
51058,19141490400
62555,17021958700
00731,72113072600
95919,06115041101
74053,40131050801
47611,18147952900
47532,18037953702
93435,06079013000
58061,38077970800
47944,18007100200
52536,19179960700
49283,26075005400
80535,08069001301
68758,31119961300
44866,39005970102
64688,29117480100
97907,41001950300
37348,47103975500
50430,19081270400
56274,27051070200
44428,39155930101
93621,06019006411
62531,17021958100
58773,38013953300
41825,21133950202
26032,54009031600
74343,40115574800
78560,48215024210
87068,35061970200
55031,27037061402
59243,30083070200
50008,19185070300
16262,42005950400
52054,19097950200
50546,19151780100
23050,51115951301
52333,19103010100
04061,23031024001
95443,06033000501
58746,38101011000
58756,38101011300
59545,30051050100
62841,17199020600
64458,29081950200
57013,46083010200
65040,29051020300
62870,17121951900
55910,27169670102
49885,26103001200
69337,31045950700
40827,21131920200
84322,49005000701
44470,39155930600
79230,48087950300
55614,27075370300
49040,26149041302
49099,26149041400
68756,31003979700
53021,55089610101
17023,42043025200
58225,38067950500
21638,24035810700
66403,20117090186
67951,20189965200
36344,01061050400
27946,37073970100
71051,22015011002
28631,37009970802
43155,39045031200
67106,20191962200
61067,17177000600
02646,25001011200
40006,21223100200
03814,33003955901
44099,39007001401
71277,22111960200
58081,38077970800
50599,19197680200
59910,30047940306
74032,40119011101
49916,26061001000
55968,27157490200
12921,36019100200
55944,27039950500
05405,50007003900
01050,25015822601
46721,18033020300
62047,17013951200
54966,55137960300
35446,01125010302
13473,36049950700
24830,54047954501
76656,48145000500
52301,19095960200
51342,19147960200
62230,17027900300
18240,42025020301
06023,09110400101
27315,37033930300
71846,05133080400
05744,50021962400
72069,05095950300
45679,39001770200
75569,48037010905
17314,42133024001
52765,19163010300
50133,19159950200
55977,27099001300
68873,31093970600
74051,40147001300
50650,19019950100
24067,51067020502
25607,54045956400
15521,42009960300
54157,55075961100
56516,27087940100
50531,19063070200
67051,20191962600
99116,53047940100
68019,31021963200
76265,48337950100
58338,38071957700
75639,48365950100
61349,17011964700
24712,54055001100
58750,38009952500
58047,38017040503
93962,06053014500
71069,22017025100
62550,17173959100
89041,32023960412
46978,18017951100
17860,42097080800
59242,30091090400
05830,50019951200
61830,17147954800
34449,12075970700
68779,31167962200
68726,31003979800
21719,24043010100
66095,20059954500
62067,17119402805
04654,23029956200
13363,36065024302
14546,36055014700
24363,51077060300
63447,29111970200
28369,37155961602
26588,54049021500
25043,54015958000
68816,31121966600
81655,08037000404
01008,25013813001
87510,35039000401
57385,46111962100
85346,04012020504
60420,17105960100
20689,24009860300
56220,27173970200
50026,19077950100
15832,42023960200
65501,29065960100
61371,17099961800
95237,06077004701
04040,23005015000
63631,29221460500
52224,19171290100
47612,18129040100
26586,54049020700
18933,42017104301
74540,40005587600
62638,17137952300
16260,42031160101
98932,53077002104
21082,24005411201
24918,54063950300
31054,13319960200
14517,36051031200
64021,29107090401
96730,15003010205
93243,06029003308
49098,26021010300
21521,24001002100
50849,19001960300
97434,41039001400
05846,50009950200
26710,54057010400
04945,23025965301
97032,41047010202
47581,18101950300
41848,21133950601
61865,17183010300
24981,54089000600
63663,29093950300
86020,04005945000
65660,29229490100
68348,31097967600
97383,41047010701
17536,42071014603
46175,18133956000
61235,17073030400
45742,39167020202
14591,36121970100
58059,38017040800
57523,46053971200
36432,01035960400
42749,21099970400
98610,53059950500
87566,35039944100
38236,47079969700
05763,50021962400
51570,19165960200
68822,31041971900
43001,39089755602
14861,36015011000
45613,39131952200
03101,33011200400
46504,18099020702
70662,22011960101
24220,51051040100
25245,54035963701
71341,22009030501
64756,29039870102
70030,22089063200
58770,38061940300
58492,38003968000
14416,36037950100
49679,26133970502
58062,38003967900
61085,17085020500
42458,21101020704
68862,31175971400
38450,47181950300
31557,13229960100
61242,17161020103
58490,38045972100
53933,55027960500
11978,36103190502
64653,29115490200
16442,42049011801
12027,36091061702
78160,48493000500
68835,31093970600
49101,26021011000
13495,36065023300
51014,19035080300
06093,09110477200
29726,45091061401
28606,37193961001
87746,35021000100
52320,19105070402
14514,36055014505
06248,09110526102
26611,54021967701
78039,48325000101
61238,17073030202
66014,20107955101
64153,29165030308
52747,19031450400
23138,51115951401
35651,01079979900
53561,55111000500
59868,30063001802
14040,36037951400
66440,20085082600
53560,55025013100
13659,36045062500
06375,09180693600
73737,40093955300
26542,54077963900
74735,40023966900
77534,48039662400
72469,05075470300
17834,42097082400
58716,38055961001
55719,27137012600
61310,17103000800
47590,18125953900
65024,29151490100
92652,06059062605
45378,39135420100
56276,27011950100
72453,05021950300
48865,26067030401
84741,49025130200
29058,45057010300
04459,23019025500
50141,19127950300
32619,12041950100
50560,19109950200
31553,13025960202
39067,28007060100
56289,27067780200
29718,45025950200
54527,55003950700
12207,36001001100
67470,20169001100
37915,47093006800
16045,42019902700
56243,27093560600
40374,21011970100
51535,19029190200
73543,40031002301
15312,42125721000
47457,18055955300
61458,17095001600
67673,20167973900
69340,31161951700
63537,29103960200
04457,23019027000
16666,42033330900
51050,19149970400
67661,20147475300
14728,36013036402
50460,19131560100
75412,48387950700
21723,24027604003
73726,40003956000
58559,38055960800
54111,55115100100
17948,42107000500
17532,42071014501
42078,21139040100
65535,29055450200
68757,31051977600
12920,36033952000
83255,16023970100
03221,33013040501
35580,01127021400
67649,20167973900
16350,42123970300
67640,20167973900
29805,45003020200
08518,34005701301
85347,04027011202
39665,28077960200
56575,27005940000
80653,08087000100
24879,54047954504
72135,05119004201
66757,20205097400
38452,47181950400
73011,40051000702
67138,20007968100
83253,16059970300
65039,29019001704
29849,45005970500
16116,42073010500
53070,55117011301
63957,29223690300
73754,40047001603
65083,29131962802
97532,41033360300
57022,46099010102
54110,55015020100
62260,17163503203
47716,18163003801
45856,39137030100
38330,47053966200
67864,20119966700
72130,05023480204
26623,54007968000
45849,39125960500
43153,39097041300
71375,22107000300
14569,36121970500
56762,27089080400
70436,22105953401
49274,26059050400
12970,36033950800
62649,17117956200
59258,30091090400
76802,48049951200
62264,17163504001
73093,40087400204
75931,48241950101
95587,06045010200
13304,36065024000
96035,06103000800
29009,45055970100
17353,42001030400
50063,19049050200
96073,06089011900
93591,06037900104
30678,13133950500
97846,41063960100
29081,45009960400
58656,38089963300
26541,54061011500
61428,17095000200
13053,36109002000
68057,31053963600
72021,05095950100
42087,21007950300
24855,54047953600
80469,08107000300
66105,20209042600
30251,13199970702
26238,54001965500
57366,46067968700
48811,26117971000
57063,46009967600
57448,46045962200
61533,17143004901
78406,48355000800
51235,19119950300
05778,50001960900
12885,36113073000
02825,44007013300
70581,22053000300
63341,29183312204
75977,48351950100
42035,21039960100
83341,16083001301
36769,01131035100
68780,31089974000
01245,25003933200
17824,42097080800
67651,20141474100
68766,31089974100
14784,36013036402
72437,05031000900
17084,42087960200
50666,19017004500
64724,29185480100
37375,47051960700
47561,18083955201
16436,42123970400
52218,19113010100
49688,26133970200
53039,55027961100
68329,31097967500
41039,21069920300
43332,39101010300
52040,19061010500
57370,46015973100
52356,19183960200
61311,17105960300
48471,26151970900
64625,29025950100
36343,01069041800
12439,36039080301
61745,17113005402
54135,55078940104
13029,36067010200
75492,48147950500
52316,19095960300
47346,18177010400
57718,46093020303
80723,08087000700
72025,05105952900
54559,55051180200
61453,17187870100
31756,13071970901
83420,16043970200
45658,39053953700
25049,54005958600
24439,51163930200
05822,50019951800
01266,25003934200
56540,27119020800
45723,39009973600
39086,28021950100
22972,51137110302
28718,37175960404
57242,46057955200
38753,28133950600
03576,33007950200
64058,29095015100
66776,20133952000
95225,06009000222
54491,55067960500
71937,05113950500
94923,06097154305
97067,41005024303
38925,28097950100
65635,29057480100
57362,46059975700
74964,40001376600
18854,42015950900
53035,55027961400
77856,48395960300
81637,08037000200
38080,47095960200
93616,06019006900
27919,37143920101
80133,08041003713
57077,46083010300
51560,19155021701
05905,50009950100
76459,48237950500
52581,19007950200
51004,19193003100
57469,46115000200
56128,27117460500
66424,20013480800
43986,39067975600
00780,72113072400
05495,50007003101
50167,19049050200
67030,20173010500
51577,19155021502
66528,20139010500
59825,30063001402
20839,24031700500
57330,46043969600
59453,30107000100
58270,38099958200
52046,19061010202
31066,13079070100
52738,19115450200
57450,46107000100
83627,16039960100
55333,27129790600
62293,17027900100
49729,26009960100
63363,29139970300
49725,26033971100
55976,27109002100
05476,50011010300
45896,39011040100
39834,13087970100
43342,39101010500
22578,51103030301
60196,17031804105
37232,47037016500
52498,19113000213
25862,54019020900
12745,36105952100
37614,47179060700
50559,19109950300
83209,16005000700
53726,55025000902
82329,56007968100
79088,48437950300
67431,20041084100
45130,39015951900
16929,42117950100
13796,36077591402
56240,27011950200
74883,40063484600
54003,55093960200
05832,50005957100
62420,17023060300
30457,13283960200
26335,54007967900
29458,45019005002
43450,39173021100
99173,53065951100
50851,19173180100
14145,36121970400
19541,42011010201
75436,48387950700
57432,46013952000
01370,25011041502
00653,72055961300
67584,20135956300
50575,19025950200
47117,18061060601
57048,46087964600
14823,36101961900
75453,48231960700
28723,37099950600
39176,28015950201
63036,29187950106
02668,25001012200
32053,12047960202
13166,36011040400
13409,36053030601
13364,36053031100
37762,47013950200
98832,53025010200
52361,19095960400
56183,27033270200
11958,36103170006
87514,35055952101
01376,25011040701
14869,36097950500
61358,17099964100
50423,19081270300
71838,05057480200
67347,20125950700
67333,20125951300
35760,01089011400
57342,46023970100
38864,28115950500
05148,50025967300
51552,19029190100
03845,33003955301
79201,48075950200
48749,26011970300
27242,37125950304
54812,55005000400
87562,35047957700
49883,26153000100
45844,39137030700
16345,42123970200
62640,17117956100
80466,08013013705
58064,38017040100
20759,24027605105
42713,21099970200
77364,48407200301
62839,17025972100
96064,06093000300
55030,27115950800
66438,20117090186
68710,31051977800
56244,27149480300
54941,55047100400
75207,48113010003
54430,55067960400
79560,48151950300
47633,18129040100
70740,22047952701
04444,23019002000
44040,39035194500
67140,20191962300
57758,46093020500
74930,40079040301
45144,39001770600
66849,20127963600
63440,29111970300
21123,24003731205
98840,53047970700
62664,17125956800
92322,06071010806
27897,37131920202
30582,13281960100
58004,38017040300
51529,19085290100
40337,21173920400
35186,01117030800
67436,20143085700
21798,24021767600
61039,17177000600
58016,38097970300
15231,42003452000
06702,09140350101
79504,48059030200
42452,21101020800
40358,21011970300
56036,27047181000
63945,29023950202
66854,20111000800
74864,40081961500
19726,10003016000
45832,39161020200
63435,29111970100
12957,36033950301
65704,29229490300
68354,31059091600
10199,36061010300
17017,42097082300
83822,16017950701
13321,36065025001
56713,27089080300
80424,08117000405
51364,19059450800
97826,41059951300
40062,21155970400
14817,36109001901
60461,17031830005
71322,22009030600
72721,05087960300
54862,55113100700
43840,39157021400
51047,19041080400
38355,47053967100
43730,39127966100
64689,29061470200
29704,45091061203
65667,29229490200
99150,53019970100
56320,27145011302
57644,46105968300
81253,08027970102
68517,31109010100
56028,27079950400
71333,22009030701
48728,26001970500
36317,01067030100
57725,46103011601
76859,48327950300
13846,36025970300
16037,42019911800
14129,36009960400
36722,01131035100
60479,17063000600
55926,27099001200
08836,34035050903
58523,38057961700
97014,41027950100
13081,36011041001
97324,41003010300
74944,40061279400
68947,31061964600
15757,42033331500
66516,20085082600
59079,30111001501
65791,29149480200
12067,36001014502
67013,20191962100
54634,55123960100
58852,38105953400
57461,46115000100
67521,20135956300
14865,36097950500
56069,27079950300
36075,01087232200
46911,18103952600
47229,18071968300
15031,42003456003
75760,48347950200
71743,05019953902
50044,19125030700
49050,26015010700
38645,28027950300
65590,29059480301
95663,06061021204
50169,19153010702
85617,04003000502
54736,55091950100
37047,47117955500
64474,29063080200
61753,17113005700
52155,19089960200
64783,29217950100
49816,26003000300
31011,13091960500
44253,39103403001
42516,21045950400
16639,42021012100
77835,48477170501
50570,19091970200
41631,21071920401
62431,17173959600
67105,20191962200
75420,48223950200
40019,21103090302
74856,40069660300
31624,13003960300
56557,27087940100
75933,48351950300
05081,50017959000
57722,46033965100
11371,36081033100
14427,36121970700
16133,42085032502
57003,46099010101
04414,23021960900
60145,17037000200
83555,16061940002
06370,09180695202
38039,47069950600
40146,21027960100
60557,17099962200
25204,54005958700
62875,17121951700
24316,51185020600
49330,26081010301
61559,17143003800
76834,48083950300
14816,36015010702
47032,18029080700
50230,19083480400
14530,36121970600
68932,31061964600
54771,55019950300
36860,01113031100
84312,49003960200
41008,21041950200
71024,22119032102
51061,19035080300
92624,06059042201
39769,28105950702
42088,21083020500
53075,55117011200
46340,18091042900
96020,06063000502
67464,20113788300
43431,39143961100
49893,26109960400
76464,48417950300
84320,49005000101
51439,19047070300
47987,18045957900
31207,13021010500
57649,46105968300
79749,48317950100
20515,11001980000
88314,35035000702
95385,06099003300
78712,48453000601
71063,22031950700
52170,19005960400
58630,38089963900
65259,29175490200
62691,17017960200
29845,45065920300
22831,51165011100
67882,20057961600
76233,48181001902
48759,26063950800
55992,27049080900
51027,19167070300
22624,51069050100
44032,39007001303
50447,19081270400
76360,48485013700
66066,20087020300
55763,27137011401
00720,72107955100
13658,36089491300
17728,42081010400
14108,36063024201
89165,32003005902
16912,42117950700
52222,19157370500
85362,04025001403
52232,19157370100
48032,26147655600
50602,19023070300
72617,05005950500
99027,53063013201
87732,35033955201
56180,27127750500
97538,41033361500
12059,36001014801
08853,34035053602
21727,24021766800
54895,55107960200
38459,47103975200
64671,29025950201
52213,19113010200
72645,05129970300
12151,36091061906
51647,19145490600
24555,51163930400
66018,20091052701
62951,17199020700
54025,55109120401
46982,18085962700
47579,18147952701
47848,18153050400
65669,29043020501
39836,13243790200
50128,19077950100
73450,40069660198
42404,21233960300
58535,38059020400
47531,18147952800
63382,29007950100
53059,55027961500
31555,13305970100
56252,27151960100
92327,06071010300
98936,53077001702
40056,21185030501
75449,48147950500
12824,36113078000
43824,39031960900
14041,36009960400
72392,05123960300
95251,06009000122
32564,12091020101
14505,36117020500
49807,26041970700
71765,05139950100
89008,32017950200
41554,21195931800
05669,50023955502
50480,19109950200
75936,48457950100
43406,39173022100
16249,42005950700
98605,53039950302
31626,13275961100
72365,05111490700
50441,19069360200
50207,19123950200
50579,19025950200
28442,37047930400
83344,16083001600
51048,19193003100
40828,21095971000
62886,17191955300
54152,55087013200
54746,55019950800
63851,29155470200
71749,05139950402
49630,26089970400
50058,19027960500
47616,18129040100
96141,06061022300
17582,42071013800
24528,51031020900
49042,26149041101
62474,17023060400
71018,22119031400
44308,39153508301
57631,46129965100
52047,19043070100
99110,53065951301
66713,20021958600
12884,36091060902
59648,30049000300
00652,72013300101
14415,36123150200
51020,19093090100
11789,36103158317
45380,39037530100
47955,18107956800
76264,48181000304
21162,24005411302
51035,19035080200
51553,19155021501
50597,19147960100
54479,55073002101
54722,55035000100
41255,21115960100
54006,55095960200
46799,18179040200
55785,27001770200
12719,36105952400
35764,01071950500
27016,37169070200
62958,17077011600
54433,55119960300
50607,19019950100
56309,27051070100
57332,46061964100
32437,12133970302
54871,55129950600
24598,51083930400
58035,38097970300
23160,51075400300
83012,56039967601
44621,39157021600
64463,29075960200
04668,23029955300
06031,09160425602
95462,06097153707
26346,54085962300
47338,18035002602
98267,53057951101
98638,53049950400
06281,09150901102
35464,01119011400
16930,42117951000
13470,36035970500
67653,20039951300
42351,21091960200
23883,51181860100
54632,55123960700
16341,42121200000
26421,54085962300
67474,20141474100
62468,17035972500
26282,54083966500
43014,39083006700
79039,48065950100
65333,29159480100
62690,17117956000
78618,48171950200
68716,31039972900
63041,29071801000
46938,18053010400
51040,19133960300
07850,34027045402
11942,36103190606
54466,55141010800
54986,55139002201
55798,27017070600
44867,39147962500
77984,48285000400
68653,31141965298
99115,53025010100
14418,36123150302
99343,53021020801
36351,01031010300
13124,36017970202
88022,35017964500
41055,21161960500
13833,36007012202
97633,41035970700
47017,18137968900
57427,46013952000
46035,18023950400
50833,19173180200
54622,55011960400
48738,26001970600
25512,54099020900
73932,40007951800
29101,45025950800
51527,19165960100
01373,25011040900
31042,13319960200
44402,39155930400
98834,53047971000
81210,08051963602
46150,18139974500
64840,29145020402
25030,54015958000
28605,37189920800
52653,19115450300
55018,27049080500
74027,40105172200
45382,39135410100
66546,20177003902
72576,05049550201
55748,27001770200
79371,48279950300
52563,19107080400
27212,37033930200
68713,31089974200
97417,41019200000
37325,47139950201
55389,27093560200
24236,51191010900
68065,31155968200
47140,18025951900
49623,26085961100
55975,27045960300
54437,55019950400
71662,05041950300
18439,42127960200
12723,36105952100
75668,48343950200
20778,24003707001
65745,29009960401
68977,31083964200
12449,36111951300
71857,05099090200
67566,20155001400
39776,28017950402
31097,13293010100
36602,01097000200
62418,17051950600
57424,46115000100
23120,51041101003
47954,18107957500
49241,26075006404
63953,29181870400
49689,26101000600
14842,36123150102
45887,39003010600
76687,48293970800
74030,40037020800
49613,26101000200
36279,01015002502
38341,47005963200
61531,17057952800
12087,36039080100
14873,36101960200
25621,54059957700
53706,55025001102
28163,37167930802
52585,19107080400
35677,01077011300
61856,17147954600
66087,20043020200
58008,38077970800
05089,50027966000
74880,40107081000
52251,19095960200
65567,29029950900
81047,08099000600
49965,26061000700
41861,21119960400
55957,27157490500
22940,51003010100
71261,22067950600
37181,47043060100
39633,28157950100
25213,54079020400
29742,45091061900
67068,20095961200
29817,45011970200
69211,31031955800
67449,20041084600
67144,20015020601
80447,08049000206
15313,42125761000
10524,36079010800
53586,55065970400
40507,21067000101
92561,06065044407
11548,36059302101
01585,25027724100
36922,01023956700
31094,13303950100
68343,31151960700
50459,19195690100
58454,38045972200
61929,17147954700
03580,33009960200
56361,27111961500
41348,21025920700
66839,20031966300
51245,19141490200
14136,36013035100
52074,19097950300
46382,18091042800
13633,36089491800
62612,17017960100
25676,54059957200
42214,21169960100
68413,31025966000
26337,54085962400
63834,29133950200
58265,38067950100
57213,46039953600
67751,20063955300
64740,29083950400
00783,72047530300
46979,18067010500
50464,19033950600
54724,55017011200
97626,41035970300
11972,36103190503
68872,31093970500
26761,54027968500
44086,39055310100
70341,22007050100
46968,18149953800
08741,34029730000
29044,45079012000
62671,17107953000
67632,20163974600
55971,27045960100
24066,51023040200
36768,01131035200
68883,31079001400
97539,41029002702
33946,12015030504
88032,35013001317
26714,54027968601
15665,42129802900
64637,29025950100
43749,39059977200
72436,05055480200
88422,35059950200
97819,41001950100
71001,22013970100
95542,06023011600
50836,19173180200
54020,55095960800
16861,42033331600
13622,36045060302
95249,06009000301
50469,19033951000
16678,42009960100
25270,54087962800
45634,39163953100
18456,42127960300
04453,23019021500
56312,27145010900
50002,19001960100
66056,20107955200
61018,17177000100
56738,27089080200
81415,08029965001
77441,48157673202
01039,25015822607
43910,39081011500
08641,34005702101
38846,28003950600
75709,48423001602
22504,51057950800
15530,42111021400
58854,38053962400
37101,47085130100
50164,19077950300
05777,50021962600
55932,27157490500
49064,26159011300
66432,20149000400
18915,42091200703
68764,31003979600
68526,31109003719
12766,36105950400
39747,28097950200
72132,05069002400
51551,19129040100
38943,28015950100
13841,36017970802
30625,13211010400
69357,31157953000
65631,29043020102
54658,55123960700
63739,29031880300
55397,27019091201
61846,17183011000
06256,09180800501
69045,31029961900
45362,39037500100
14733,36013037300
32170,12127082902
96704,15001021300
68815,31175971300
22503,51103030100
67336,20099950800
26056,54029021200
61771,17203030700
83870,16009940000
57271,46025955800
58363,38095951500
16625,42013011600
65348,29053950500
05083,50017959700
54747,55121100300
83842,16055001901
74871,40123088700
50830,19175190100
32234,12031017300
55768,27137012800
68882,31077970900
48662,26057000700
42436,21107970200
27054,37159051903
57793,46081966101
46147,18011810700
52550,19107080300
54155,55009940005
70054,22051025300
62274,17145030200
68339,31109010300
26224,54083965900
05042,50005957800
49868,26095960100
64484,29021002900
63822,29207470700
21655,24011955500
23833,51053840200
62288,17157951100
66746,20037956700
17823,42097082300
47994,18107956800
68017,31155968200
23173,51087200108
56536,27027030107
80435,08117000203
15845,42047950500
69358,31157953100
54756,55011960300
68307,31025965900
49896,26109960200
59752,30031000300
42054,21035010200
66021,20091053701
71422,22127960100
20862,24031701317
65788,29091090300
76844,48333950200
39348,28061950402
42324,21177960800
65260,29175490100
02648,25001013100
50046,19169010102
71841,05133080100
14853,36109000300
28135,37007920301
97535,41029001602
14813,36003950600
16749,42083420800
65638,29067950100
72821,05047950201
72443,05055480100
04915,23027043000
29377,45083023104
72544,05005950700
68632,31023967700
78834,48127950201
76577,48331950800
13802,36007010200
36013,01101005604
43516,39069000600
67451,20041084500
58060,38081974200
53572,55025012800
83545,16069940000
38333,47005963100
64658,29115490500
76429,48429950500
11977,36103190504
82832,56033000501
59416,30073977000
26291,54075960201
61367,17103000900
65248,29089960300
63740,29201780200
83873,16079960400
15376,42125731000
07608,34003036100
95465,06097154306
24578,51163930301
25844,54081001100
12094,36083051800
50510,19021960100
57319,46087964700
26660,54067950400
58623,38011965200
62083,17021958700
55073,27163070205
43413,39173022300
02538,25023545200
71427,22079010600
58005,38017040200
53517,55025012700
15349,42059970700
38870,28095950101
30734,13129970102
78384,48131950100
56057,27079950500
13782,36025970700
33043,12087971401
95452,06097150501
13163,36053030200
64631,29115490100
36540,01025958003
47523,18147952702
64492,29049960400
58560,38015011400
29332,45059921002
16947,42015950700
95619,06017031504
32140,12107950202
63730,29207470100
17562,42071014102
14028,36063024202
65339,29195090200
50225,19125030102
53529,55025013201
75852,48313000100
45616,39001770500
36580,01003011000
21536,24023000200
66743,20037956800
29448,45035010302
57775,46103011602
64493,29049960202
64454,29049960400
81526,08077001702
66783,20207096700
13650,36045061700
05153,50027966200
95046,06085512402
25962,54025950300
56264,27083360100
57452,46129965100
68347,31025965900
31622,13019970100
18831,42015950800
39755,28025950200
61841,17183010900
60022,17031800200
74633,40113940011
50233,19049050600
13787,36007012300
68662,31143960100
59634,30043962201
38369,47053966100
51653,19071970200
92325,06071010804
63361,29139970200
26415,54085962300
71742,05039970300
49777,26141950600
37219,47037019503
65254,29089960100
52175,19065080100
64624,29025950100
24482,51015070701
39066,28049010600
17960,42107002900
25628,54045956400
06414,09130550100
36373,01067030300
15940,42021012300
30446,13251970500
01199,25013801902
75555,48067950500
60208,17031808702
95427,06045011200
06796,09160263200
95728,06057000900
56726,27135970500
99723,02185000100
84199,49035114500
84201,49057200302
91962,06073020902
68959,31099966700
01041,25013811700
48453,26151971000
80650,08123002300
14030,36029015102
15823,42047951000
40075,21103090100
76228,48077030302
12106,36021000401
64642,29081950100
53551,55055100500
30411,13309780200
42085,21083020500
38001,47033961100
44887,39033974100
66020,20103070900
22437,51057950800
